query,method,rank,note_id,title,score,is_relevant
connect forgotten research ideas across my note collection,semantic,6,13,Finding ideas without exact words #13,0.6062296628952026,True
connect forgotten research ideas across my note collection,semantic,7,19,Finding ideas without exact words #19,0.6047713160514832,True
connect forgotten research ideas across my note collection,semantic,8,28,Finding ideas without exact words #28,0.6040010452270508,True
connect forgotten research ideas across my note collection,semantic,9,15,Finding ideas without exact words #15,0.5995709896087646,True
connect forgotten research ideas across my note collection,semantic,10,176,Personal knowledge review #26,0.5935867428779602,False
avoid building a large backend for a small demo,keyword,1,188,Simple module structure #8,0.13627189828635736,True
avoid building a large backend for a small demo,keyword,2,189,Simple module structure #9,0.13386002762343205,True
avoid building a large backend for a small demo,keyword,3,201,Architecture without overengineering #21,0.13256483631960483,True
avoid building a large backend for a small demo,keyword,4,207,Keeping the prototype modular #27,0.13247174029459954,True
avoid building a large backend for a small demo,keyword,5,181,Keeping the prototype modular #1,0.13179867505564147,True
avoid building a large backend for a small demo,keyword,6,193,Search API boundary #13,0.12662267792138865,True
avoid building a large backend for a small demo,keyword,7,209,Search API boundary #29,0.1263800940466909,True
avoid building a large backend for a small demo,keyword,8,184,Architecture without overengineering #4,0.09124290294457124,True
avoid building a large backend for a small demo,keyword,9,185,Architecture without overengineering #5,0.08907498915098046,True
avoid building a large backend for a small demo,keyword,10,186,Simple module structure #6,0.08869613321723095,True
avoid building a large backend for a small demo,semantic,1,184,Architecture without overengineering #4,0.48247629404067993,True
avoid building a large backend for a small demo,semantic,2,181,Keeping the prototype modular #1,0.4584166407585144,True
avoid building a large backend for a small demo,semantic,3,185,Architecture without overengineering #5,0.4535714089870453,True
avoid building a large backend for a small demo,semantic,4,201,Architecture without overengineering #21,0.4511931836605072,True
avoid building a large backend for a small demo,semantic,5,187,Simple module structure #7,0.45101839303970337,True
avoid building a large backend for a small demo,semantic,6,208,Keeping the prototype modular #28,0.4329962134361267,True
avoid building a large backend for a small demo,semantic,7,194,Architecture without overengineering #14,0.4237801730632782,True
avoid building a large backend for a small demo,semantic,8,182,Architecture without overengineering #2,0.41471952199935913,True
avoid building a large backend for a small demo,semantic,9,183,Architecture without overengineering #3,0.407129168510437,True
avoid building a large backend for a small demo,semantic,10,206,Search API boundary #26,0.40219083428382874,True
short previews before opening a full note,keyword,1,218,Summaries for search results #8,0.21949475293809179,True
short previews before opening a full note,keyword,2,212,Automatic summary idea #2,0.20712941981163738,True
short previews before opening a full note,keyword,3,231,Automatic summary idea #21,0.20078045875623776,True
short previews before opening a full note,keyword,4,237,Condensing long research notes #27,0.19570766888828514,True
short previews before opening a full note,keyword,5,240,Condensing long research notes #30,0.1943349636966235,True
short previews before opening a full note,keyword,6,222,Note preview generation #12,0.1843874415177784,True
short previews before opening a full note,keyword,7,219,Summaries for search results #9,0.17848170804289143,True
short previews before opening a full note,keyword,8,239,Summaries for search results #29,0.17170565318349024,True
short previews before opening a full note,keyword,9,238,Automatic summary idea #28,0.16647110347359256,True
short previews before opening a full note,keyword,10,234,Condensing long research notes #24,0.16181358827968206,True
short previews before opening a full note,semantic,1,222,Note preview generation #12,0.642300009727478,True
short previews before opening a full note,semantic,2,220,Note preview generation #10,0.6268432140350342,True
short previews before opening a full note,semantic,3,212,Automatic summary idea #2,0.6114534139633179,True
short previews before opening a full note,semantic,4,229,Note preview generation #19,0.6099420785903931,True
short previews before opening a full note,semantic,5,217,Note preview generation #7,0.5978033542633057,True
short previews before opening a full note,semantic,6,233,Note preview generation #23,0.5913527011871338,True
short previews before opening a full note,semantic,7,213,Note preview generation #3,0.586951732635498,True
short previews before opening a full note,semantic,8,231,Automatic summary idea #21,0.5792079567909241,True
short previews before opening a full note,semantic,9,240,Condensing long research notes #30,0.5712152719497681,True
short previews before opening a full note,semantic,10,227,Note preview generation #17,0.5681343078613281,True
save note fields so experiments can be repeated later,keyword,1,94,SQLite storage for notes #4,0.16013883609771618,True
save note fields so experiments can be repeated later,keyword,2,100,Database schema for PKM prototype #10,0.15351493916306969,True
save note fields so experiments can be repeated later,keyword,3,118,Database schema for PKM prototype #28,0.15100576080864184,True
save note fields so experiments can be repeated later,keyword,4,116,Vector index storage idea #26,0.15077233282861313,True
save note fields so experiments can be repeated later,keyword,5,115,SQLite storage for notes #25,0.15066195843124158,True
save note fields so experiments can be repeated later,keyword,6,106,Metadata table design #16,0.14729799321786743,True
save note fields so experiments can be repeated later,keyword,7,101,Vector index storage idea #11,0.13912757780442,True
save note fields so experiments can be repeated later,keyword,8,184,Architecture without overengineering #4,0.094930613308042,False
save note fields so experiments can be repeated later,keyword,9,187,Simple module structure #7,0.0913016596687486,False
save note fields so experiments can be repeated later,keyword,10,205,Search API boundary #25,0.08987894153130434,False
save note fields so experiments can be repeated later,semantic,1,174,Task capture inside notes #24,0.5360862016677856,False
save note fields so experiments can be repeated later,semantic,2,148,Manual relevance labels #28,0.528860330581665,False
save note fields so experiments can be repeated later,semantic,3,158,Task capture inside notes #8,0.5258845686912537,False
save note fields so experiments can be repeated later,semantic,4,151,Task capture inside notes #1,0.5217908620834351,False
save note fields so experiments can be repeated later,semantic,5,169,Task capture inside notes #19,0.5176624059677124,False
save note fields so experiments can be repeated later,semantic,6,178,Personal knowledge review #28,0.5119908452033997,False
save note fields so experiments can be repeated later,semantic,7,110,Vector index storage idea #20,0.5030901432037354,True
save note fields so experiments can be repeated later,semantic,8,173,Weekly review workflow #23,0.49446797370910645,False
save note fields so experiments can be repeated later,semantic,9,140,Metrics for retrieval experiments #20,0.4837835431098938,False
save note fields so experiments can be repeated later,semantic,10,100,Database schema for PKM prototype #10,0.482526957988739,True
labels that appear without me typing them manually,keyword,1,129,Manual relevance labels #9,0.30281696253699253,False
labels that appear without me typing them manually,keyword,2,64,Organizing notes with labels #4,0.24841119299572173,True
labels that appear without me typing them manually,keyword,3,61,Organizing notes with labels #1,0.24708178355898947,True
labels that appear without me typing them manually,keyword,4,67,Organizing notes with labels #7,0.2281056212579638,True
labels that appear without me typing them manually,keyword,5,121,Metrics for retrieval experiments #1,0.22715173722222123,False
labels that appear without me typing them manually,keyword,6,139,Manual relevance labels #19,0.2239094096075187,False
labels that appear without me typing them manually,keyword,7,150,Research methodology note #30,0.2231263494013085,False
labels that appear without me typing them manually,keyword,8,77,Organizing notes with labels #17,0.22189110321913696,True
labels that appear without me typing them manually,keyword,9,145,Research methodology note #25,0.2211940401710873,False
labels that appear without me typing them manually,keyword,10,123,Evaluation plan for search quality #3,0.2203707463914922,False
labels that appear without me typing them manually,semantic,1,77,Organizing notes with labels #17,0.5121106505393982,True
labels that appear without me typing them manually,semantic,2,61,Organizing notes with labels #1,0.5074220895767212,True
labels that appear without me typing them manually,semantic,3,64,Organizing notes with labels #4,0.4978986084461212,True
labels that appear without me typing them manually,semantic,4,67,Organizing notes with labels #7,0.4893043041229248,True
labels that appear without me typing them manually,semantic,5,89,Organizing notes with labels #29,0.48697444796562195,True
labels that appear without me typing them manually,semantic,6,85,Organizing notes with labels #25,0.4787587523460388,True
labels that appear without me typing them manually,semantic,7,75,Organizing notes with labels #15,0.47804200649261475,True
labels that appear without me typing them manually,semantic,8,83,Organizing notes with labels #23,0.47704824805259705,True
labels that appear without me typing them manually,semantic,9,79,Organizing notes with labels #19,0.47438937425613403,True
labels that appear without me typing them manually,semantic,10,84,Organizing notes with labels #24,0.45599544048309326,True
